safegraph_place_id,parent_safegraph_place_id,location_name,safegraph_brand_ids,brands,top_category,sub_category,naics_code,street_address,city,state,zip_code,phone_number,open_hours
sg:ac289019cba94fd2ad0a4e1691558ed6,,Trader Joe's,SG_BRAND_88b90c11892dd21eddc97bdb0fc449f0,Trader Joe's,Grocery Stores,Supermarkets and Other Grocery (except Convenience) Stores,445110,899 boylston street,boston,ma,2115,16172626505,"{ ""Mon"": [[""9:00"", ""22:00""]], ""Tue"": [[""9:00"", ""22:00""]], ""Wed"": [[""9:00"", ""22:00""]], ""Thu"": [[""9:00"", ""22:00""]], ""Fri"": [[""9:00"", ""22:00""]], ""Sat"": [[""9:00"", ""22:00""]], ""Sun"": [[""9:00"", ""22:00""]] }"
sg:3f089611ae08493eb974d92a8df65c3d,,Costco Wholesale Corp,SG_BRAND_60b7b54d19fca719281e76d485a141ad,Costco Wholesale Corp.,"General Merchandise Stores, including Warehouse Clubs and Supercenters",All Other General Merchandise Stores,452319,12221 blue valley parkway,overland park,ks,66213,,"{ ""Mon"": [[""10:00"", ""20:30""]], ""Tue"": [[""10:00"", ""20:30""]], ""Wed"": [[""10:00"", ""20:30""]], ""Thu"": [[""10:00"", ""20:30""]], ""Fri"": [[""10:00"", ""20:30""]], ""Sat"": [[""9:30"", ""18:00""]], ""Sun"": [[""10:00"", ""18:00""]] }"
sg:6149397b90df4ba480a45a6d0f4b78c5,,Costco Wholesale Corp,SG_BRAND_60b7b54d19fca719281e76d485a141ad,Costco Wholesale Corp.,"General Merchandise Stores, including Warehouse Clubs and Supercenters",All Other General Merchandise Stores,452319,18649 via princessa,santa clarita,ca,91387,,"{ ""Mon"": [[""10:00"", ""20:30""]], ""Tue"": [[""10:00"", ""20:30""]], ""Wed"": [[""10:00"", ""20:30""]], ""Thu"": [[""10:00"", ""20:30""]], ""Fri"": [[""10:00"", ""20:30""]], ""Sat"": [[""9:30"", ""18:00""]], ""Sun"": [[""10:00"", ""18:00""]] }"
sg:2c95c9fe152d45a2b728603fa1b8dbca,sg:e4754bc996ef442581add1b8b8b5ff64,Trader Joe's,SG_BRAND_88b90c11892dd21eddc97bdb0fc449f0,Trader Joe's,Grocery Stores,Supermarkets and Other Grocery (except Convenience) Stores,445110,503 hilltop plaza,virginia beach,va,23454,17574224840,"{ ""Mon"": [[""7:00"", ""24:00""]], ""Tue"": [[""7:00"", ""24:00""]], ""Wed"": [[""7:00"", ""24:00""]], ""Thu"": [[""7:00"", ""24:00""]], ""Fri"": [[""7:00"", ""24:00""]], ""Sat"": [[""7:00"", ""24:00""]], ""Sun"": [[""7:00"", ""24:00""]] }"
sg:847cfc8e497a4445a1a93ded09e2d528,,Whole Foods Market,SG_BRAND_44378a5463f4125c5d84db81855413b8,Whole Foods Market,Grocery Stores,Supermarkets and Other Grocery (except Convenience) Stores,445110,3301 imperial highway,brea,ca,92823,,"{ ""Mon"": [[""7:00"", ""22:00""]], ""Tue"": [[""7:00"", ""22:00""]], ""Wed"": [[""7:00"", ""22:00""]], ""Thu"": [[""7:00"", ""22:00""]], ""Fri"": [[""7:00"", ""22:00""]], ""Sat"": [[""7:00"", ""22:00""]], ""Sun"": [[""7:00"", ""22:00""]] }"
sg:f8e49297288843c3b8a7ba03e8a7119a,,Whole Foods Market,SG_BRAND_44378a5463f4125c5d84db81855413b8,Whole Foods Market,Grocery Stores,Supermarkets and Other Grocery (except Convenience) Stores,445110,500 east ogden avenue,hinsdale,il,60521,16309868500,"{ ""Mon"": [[""8:00"", ""22:00""]], ""Tue"": [[""8:00"", ""22:00""]], ""Wed"": [[""8:00"", ""22:00""]], ""Thu"": [[""8:00"", ""22:00""]], ""Fri"": [[""8:00"", ""22:00""]], ""Sat"": [[""8:00"", ""22:00""]], ""Sun"": [[""8:00"", ""22:00""]] }"
sg:3ddb44a5826a41bb99e826248a832f22,sg:1761c8862e704233966d94f9bc346d5a,Whole Foods Market,SG_BRAND_44378a5463f4125c5d84db81855413b8,Whole Foods Market,Grocery Stores,Supermarkets and Other Grocery (except Convenience) Stores,445110,2600 via de la valle,del mar,ca,92014,,"{ ""Mon"": [[""7:00"", ""22:00""]], ""Tue"": [[""7:00"", ""22:00""]], ""Wed"": [[""7:00"", ""22:00""]], ""Thu"": [[""7:00"", ""22:00""]], ""Fri"": [[""7:00"", ""22:00""]], ""Sat"": [[""7:00"", ""22:00""]], ""Sun"": [[""7:00"", ""22:00""]] }"
sg:7809f0537c354f9eaaa993f1bf1fc7c2,,Whole Foods Market,SG_BRAND_44378a5463f4125c5d84db81855413b8,Whole Foods Market,Grocery Stores,Supermarkets and Other Grocery (except Convenience) Stores,445110,2201 interstate street north west,washington,dc,20037,,"{ ""Mon"": [[""7:00"", ""23:00""]], ""Tue"": [[""7:00"", ""23:00""]], ""Wed"": [[""7:00"", ""23:00""]], ""Thu"": [[""7:00"", ""23:00""]], ""Fri"": [[""7:00"", ""23:00""]], ""Sat"": [[""7:00"", ""23:00""]], ""Sun"": [[""7:00"", ""23:00""]] }"
sg:f2bb2b5dbd2d47bfa021d56a7607657e,,Costco Wholesale Corp,SG_BRAND_60b7b54d19fca719281e76d485a141ad,Costco Wholesale Corp.,"General Merchandise Stores, including Warehouse Clubs and Supercenters",All Other General Merchandise Stores,452319,11220 dallas parkway,frisco,tx,75033,,
sg:1dd95d2185b549b3859a85a54b4e6e1c,,Trader Joe's,SG_BRAND_88b90c11892dd21eddc97bdb0fc449f0,Trader Joe's,Grocery Stores,Supermarkets and Other Grocery (except Convenience) Stores,445110,32151 camino capistrano,san juan capistrano,ca,92675,19494964150,"{ ""Mon"": [[""11:00"", ""22:00""]], ""Tue"": [[""11:00"", ""22:00""]], ""Wed"": [[""11:00"", ""22:00""]], ""Thu"": [[""11:00"", ""22:00""]], ""Fri"": [[""11:00"", ""23:00""]], ""Sat"": [[""11:00"", ""23:00""]], ""Sun"": [[""11:00"", ""22:00""]] }"
sg:12fc169199574691b02a592d8acb77c7,,Whole Foods Market,SG_BRAND_44378a5463f4125c5d84db81855413b8,Whole Foods Market,Grocery Stores,Supermarkets and Other Grocery (except Convenience) Stores,445110,3737 west chester pike,newtown square,pa,19073,16108487200,"{ ""Mon"": [[""7:00"", ""22:00""]], ""Tue"": [[""7:00"", ""22:00""]], ""Wed"": [[""7:00"", ""22:00""]], ""Thu"": [[""7:00"", ""22:00""]], ""Fri"": [[""7:00"", ""22:00""]], ""Sat"": [[""7:00"", ""22:00""]], ""Sun"": [[""7:00"", ""22:00""]] }"
sg:f52577ca92cb49589b94740c04efada1,sg:314d40ab0a0f43a7b5fd961d97f31934,Whole Foods Market,SG_BRAND_44378a5463f4125c5d84db81855413b8,Whole Foods Market,Grocery Stores,Supermarkets and Other Grocery (except Convenience) Stores,445110,4041 waller creek,highland village,tx,75077,,"{ ""Mon"": [[""8:00"", ""22:00""]], ""Tue"": [[""8:00"", ""22:00""]], ""Wed"": [[""8:00"", ""22:00""]], ""Thu"": [[""8:00"", ""22:00""]], ""Fri"": [[""8:00"", ""22:00""]], ""Sat"": [[""8:00"", ""22:00""]], ""Sun"": [[""8:00"", ""22:00""]] }"
sg:2ed3c9ee7d4140f3acab8b19ac951ac1,,Trader Joe's,SG_BRAND_88b90c11892dd21eddc97bdb0fc449f0,Trader Joe's,Grocery Stores,Supermarkets and Other Grocery (except Convenience) Stores,445110,1714 merrick road,merrick,ny,11566,15167711012,"{ ""Mon"": [[""9:00"", ""22:00""]], ""Tue"": [[""9:00"", ""22:00""]], ""Wed"": [[""9:00"", ""22:00""]], ""Thu"": [[""9:00"", ""22:00""]], ""Fri"": [[""9:00"", ""22:00""]], ""Sat"": [[""9:00"", ""22:00""]], ""Sun"": [[""9:00"", ""22:00""]] }"
sg:c3b83c34742f42248f7b2ece16ac5595,,Trader Joe's,SG_BRAND_88b90c11892dd21eddc97bdb0fc449f0,Trader Joe's,Grocery Stores,Supermarkets and Other Grocery (except Convenience) Stores,445110,2629 gateway road,carlsbad,ca,92009,17606038473,"{ ""Mon"": [[""0:00"", ""24:00""]], ""Tue"": [[""0:00"", ""24:00""]], ""Wed"": [[""0:00"", ""24:00""]], ""Thu"": [[""0:00"", ""24:00""]], ""Fri"": [[""0:00"", ""24:00""]], ""Sat"": [[""0:00"", ""24:00""]], ""Sun"": [[""0:00"", ""24:00""]] }"
sg:49a62c57134d4310832e58db7250c99d,,Costco Wholesale Corp,SG_BRAND_60b7b54d19fca719281e76d485a141ad,Costco Wholesale Corp.,"General Merchandise Stores, including Warehouse Clubs and Supercenters",All Other General Merchandise Stores,452319,1540 froom ranch way,san luis obispo,ca,93405,18055417000,"{ ""Mon"": [[""10:00"", ""20:30""]], ""Tue"": [[""10:00"", ""20:30""]], ""Wed"": [[""10:00"", ""20:30""]], ""Thu"": [[""10:00"", ""20:30""]], ""Fri"": [[""10:00"", ""20:30""]], ""Sat"": [[""9:30"", ""18:00""]], ""Sun"": [[""10:00"", ""18:00""]] }"
sg:9c284dc38d81480f916d8152309f4871,,Costco Wholesale Corp,SG_BRAND_60b7b54d19fca719281e76d485a141ad,Costco Wholesale Corp.,"General Merchandise Stores, including Warehouse Clubs and Supercenters",All Other General Merchandise Stores,452319,1300 dana drive,redding,ca,96003,15302220199,"{ ""Mon"": [[""10:00"", ""20:30""]], ""Tue"": [[""10:00"", ""20:30""]], ""Wed"": [[""10:00"", ""20:30""]], ""Thu"": [[""10:00"", ""20:30""]], ""Fri"": [[""10:00"", ""20:30""]], ""Sat"": [[""9:30"", ""18:00""]], ""Sun"": [[""10:00"", ""18:00""]] }"
sg:2243e75655e64a6998bdc7552c789fe7,sg:72ae6f9944084e71905bd996e207bc0e,Whole Foods Market,SG_BRAND_44378a5463f4125c5d84db81855413b8,Whole Foods Market,Grocery Stores,Supermarkets and Other Grocery (except Convenience) Stores,445110,2375 east first avenue,denver,co,80206,,"{ ""Mon"": [[""7:00"", ""22:00""]], ""Tue"": [[""7:00"", ""22:00""]], ""Wed"": [[""7:00"", ""22:00""]], ""Thu"": [[""7:00"", ""22:00""]], ""Fri"": [[""7:00"", ""22:00""]], ""Sat"": [[""7:00"", ""22:00""]], ""Sun"": [[""7:00"", ""22:00""]] }"
sg:a8c5da9c91f942dc989a2721f354776f,,Costco Wholesale Corp,SG_BRAND_60b7b54d19fca719281e76d485a141ad,Costco Wholesale Corp.,"General Merchandise Stores, including Warehouse Clubs and Supercenters",All Other General Merchandise Stores,452319,2219 south 37th street,tacoma,wa,98409,12534755595,"{ ""Mon"": [[""10:00"", ""20:30""]], ""Tue"": [[""10:00"", ""20:30""]], ""Wed"": [[""10:00"", ""20:30""]], ""Thu"": [[""10:00"", ""20:30""]], ""Fri"": [[""10:00"", ""20:30""]], ""Sat"": [[""9:30"", ""18:00""]], ""Sun"": [[""10:00"", ""18:00""]] }"
sg:af7040fecdd04be5a6996d120169d58d,,Costco Wholesale Corp,SG_BRAND_60b7b54d19fca719281e76d485a141ad,Costco Wholesale Corp.,"General Merchandise Stores, including Warehouse Clubs and Supercenters",All Other General Merchandise Stores,452319,3171 district avenue,charlottesville,va,22901,14343287023,"{ ""Mon"": [[""10:00"", ""20:30""]], ""Tue"": [[""10:00"", ""20:30""]], ""Wed"": [[""10:00"", ""20:30""]], ""Thu"": [[""10:00"", ""20:30""]], ""Fri"": [[""10:00"", ""20:30""]], ""Sat"": [[""9:30"", ""18:00""]], ""Sun"": [[""10:00"", ""18:00""]] }"
sg:23d25d00be034baa9fc2c3053b70a13a,sg:00a090a51a6043c68c6d97dff25a6ec3,Whole Foods Market,SG_BRAND_44378a5463f4125c5d84db81855413b8,Whole Foods Market,Grocery Stores,Supermarkets and Other Grocery (except Convenience) Stores,445110,1010 park place,san mateo,ca,94403,,
sg:242418d88f284d7a94f82a7b4caf09a4,sg:34e772d88bc847a9a0188d05bd7baba5,Whole Foods Market,SG_BRAND_44378a5463f4125c5d84db81855413b8,Whole Foods Market,Grocery Stores,Supermarkets and Other Grocery (except Convenience) Stores,445110,15900 south west freeway,sugar land,tx,77478,,
sg:2d5fc6f08e1f4129bae88eca58a3e362,,Trader Joe's,SG_BRAND_88b90c11892dd21eddc97bdb0fc449f0,Trader Joe's,Grocery Stores,Supermarkets and Other Grocery (except Convenience) Stores,445110,6202 north scottsdale road,scottsdale,az,85253,14809489886,"{ ""Mon"": [[""10:00"", ""24:00""]], ""Tue"": [[""10:00"", ""24:00""]], ""Wed"": [[""10:00"", ""24:00""]], ""Thu"": [[""10:00"", ""24:00""]], ""Fri"": [[""10:00"", ""24:00""]], ""Sat"": [[""0:00"", ""1:00""], [""10:00"", ""24:00""]], ""Sun"": [[""0:00"", ""1:00""], [""10:00"", ""24:00""]] }"
sg:514cff9e2dd246be83a623fff2e54f2f,,Costco Wholesale Corp,SG_BRAND_60b7b54d19fca719281e76d485a141ad,Costco Wholesale Corp.,"General Merchandise Stores, including Warehouse Clubs and Supercenters",All Other General Merchandise Stores,452319,3333 university boulevard,winter park,fl,32792,14076812119,"{ ""Mon"": [[""10:00"", ""20:30""]], ""Tue"": [[""10:00"", ""20:30""]], ""Wed"": [[""10:00"", ""20:30""]], ""Thu"": [[""10:00"", ""20:30""]], ""Fri"": [[""10:00"", ""20:30""]], ""Sat"": [[""10:00"", ""18:00""]], ""Sun"": [[""10:00"", ""18:00""]] }"
sg:ecf0e448588f45fb8c799e84cac03752,,Whole Foods Market,SG_BRAND_44378a5463f4125c5d84db81855413b8,Whole Foods Market,Grocery Stores,Supermarkets and Other Grocery (except Convenience) Stores,445110,1745 west market street,akron,oh,44313,,
sg:0e2b58cc172d4a0ebc53183c6305a454,,Trader Joe's,SG_BRAND_88b90c11892dd21eddc97bdb0fc449f0,Trader Joe's,Grocery Stores,Supermarkets and Other Grocery (except Convenience) Stores,445110,451 avenida de los arboles,thousand oaks,ca,91360,18054927107,"{ ""Mon"": [[""6:00"", ""24:00""]], ""Tue"": [[""6:00"", ""24:00""]], ""Wed"": [[""6:00"", ""24:00""]], ""Thu"": [[""6:00"", ""24:00""]], ""Fri"": [[""6:00"", ""24:00""]], ""Sat"": [[""6:00"", ""24:00""]], ""Sun"": [[""6:00"", ""24:00""]] }"
sg:437b1665b02844b79ef987c8b484c7f5,sg:040521d2f7dc45e3ac9868c09693fb03,Whole Foods Market,SG_BRAND_44378a5463f4125c5d84db81855413b8,Whole Foods Market,Grocery Stores,Supermarkets and Other Grocery (except Convenience) Stores,445110,7511 leesburg pike,falls church,va,22043,17034481600,"{ ""Mon"": [[""8:00"", ""22:00""]], ""Tue"": [[""8:00"", ""22:00""]], ""Wed"": [[""8:00"", ""22:00""]], ""Thu"": [[""8:00"", ""22:00""]], ""Fri"": [[""8:00"", ""22:00""]], ""Sat"": [[""8:00"", ""22:00""]], ""Sun"": [[""8:00"", ""22:00""]] }"
sg:e50b491ab17343fa96095e2b578b0880,,Costco Wholesale Corp,SG_BRAND_60b7b54d19fca719281e76d485a141ad,Costco Wholesale Corp.,"General Merchandise Stores, including Warehouse Clubs and Supercenters",All Other General Merchandise Stores,452319,1001 metro center boulevard,foster city,ca,94404,,"{ ""Mon"": [[""0:00"", ""7:00""], [""9:00"", ""24:00""]], ""Tue"": [[""0:00"", ""8:30""], [""9:00"", ""24:00""]], ""Wed"": [[""0:00"", ""8:30""], [""9:00"", ""24:00""]], ""Thu"": [[""0:00"", ""8:30""], [""9:00"", ""24:00""]], ""Fri"": [[""0:00"", ""8:30""], [""9:00"", ""24:00""]], ""Sat"": [[""0:00"", ""8:30""], [""9:00"", ""24:00""]], ""Sun"": [[""0:00"", ""7:00""], [""9:00"", ""24:00""]] }"
sg:5d080d32c07e47049da7dfd62f44b1b3,,Whole Foods Market,SG_BRAND_44378a5463f4125c5d84db81855413b8,Whole Foods Market,Grocery Stores,Supermarkets and Other Grocery (except Convenience) Stores,445110,9366 south colorado boulevard,highlands ranch,co,80126,13034706003,"{ ""Mon"": [[""8:00"", ""21:00""]], ""Tue"": [[""8:00"", ""21:00""]], ""Wed"": [[""8:00"", ""21:00""]], ""Thu"": [[""8:00"", ""21:00""]], ""Fri"": [[""8:00"", ""21:00""]], ""Sat"": [[""8:00"", ""21:00""]], ""Sun"": [[""8:00"", ""21:00""]] }"
sg:6b908b1ccfaf46ada70fdae0fc2501f4,,Whole Foods Market,SG_BRAND_44378a5463f4125c5d84db81855413b8,Whole Foods Market,Grocery Stores,Supermarkets and Other Grocery (except Convenience) Stores,445110,3535 north east fifteenth avenue,portland,or,97212,15032883414,
sg:5f50fd07fc834e79b7ba32843b4323e8,,Whole Foods Market,SG_BRAND_44378a5463f4125c5d84db81855413b8,Whole Foods Market,Grocery Stores,Supermarkets and Other Grocery (except Convenience) Stores,445110,959 west fullerton avenue,chicago,il,60614,17738685200,"{ ""Mon"": [[""8:00"", ""22:00""]], ""Tue"": [[""8:00"", ""22:00""]], ""Wed"": [[""8:00"", ""22:00""]], ""Thu"": [[""8:00"", ""22:00""]], ""Fri"": [[""8:00"", ""22:00""]], ""Sat"": [[""8:00"", ""22:00""]], ""Sun"": [[""8:00"", ""22:00""]] }"
sg:91e06ab1d42c4b8eb6f7bd852d9d708b,,Trader Joe's,SG_BRAND_88b90c11892dd21eddc97bdb0fc449f0,Trader Joe's,Grocery Stores,Supermarkets and Other Grocery (except Convenience) Stores,445110,2222 north bellflower boulevard,long beach,ca,90815,15625962514,"{ ""Mon"": [[""0:00"", ""1:00""], [""10:00"", ""24:00""]], ""Tue"": [[""0:00"", ""1:00""], [""10:00"", ""24:00""]], ""Wed"": [[""0:00"", ""1:00""], [""10:00"", ""24:00""]], ""Thu"": [[""0:00"", ""1:00""], [""10:00"", ""24:00""]], ""Fri"": [[""0:00"", ""1:00""], [""10:00"", ""24:00""]], ""Sat"": [[""0:00"", ""2:00""], [""10:00"", ""24:00""]], ""Sun"": [[""0:00"", ""2:00""], [""10:00"", ""24:00""]] }"
sg:a141f49e9b834ed2b80fa5e2dd61e5c5,sg:54e6675f599047658f61fed81a127147,Trader Joe's,SG_BRAND_88b90c11892dd21eddc97bdb0fc449f0,Trader Joe's,Grocery Stores,Supermarkets and Other Grocery (except Convenience) Stores,445110,3500 south college avenue,fort collins,co,80525,19702233560,"{ ""Mon"": [[""10:30"", ""22:00""]], ""Tue"": [[""10:30"", ""22:00""]], ""Wed"": [[""10:30"", ""22:00""]], ""Thu"": [[""10:30"", ""22:00""]], ""Fri"": [[""10:30"", ""22:00""]], ""Sat"": [[""10:30"", ""22:00""]], ""Sun"": [[""10:30"", ""22:00""]] }"
sg:6c47508764c5410b857848fb58ea0ed7,,Whole Foods Market,SG_BRAND_44378a5463f4125c5d84db81855413b8,Whole Foods Market,Grocery Stores,Supermarkets and Other Grocery (except Convenience) Stores,445110,160 littleton road,westford,ma,1886,19783032900,"{ ""Mon"": [[""8:00"", ""21:00""]], ""Tue"": [[""8:00"", ""21:00""]], ""Wed"": [[""8:00"", ""21:00""]], ""Thu"": [[""8:00"", ""21:00""]], ""Fri"": [[""8:00"", ""21:00""]], ""Sat"": [[""8:00"", ""21:00""]], ""Sun"": [[""8:00"", ""21:00""]] }"
sg:7ad65d633cd94d18816037f732747f83,,Costco Wholesale Corp,SG_BRAND_60b7b54d19fca719281e76d485a141ad,Costco Wholesale Corp.,"General Merchandise Stores, including Warehouse Clubs and Supercenters",All Other General Merchandise Stores,452319,11260 white rock road,rancho cordova,ca,95742,19167242240,"{ ""Mon"": [[""10:00"", ""19:00""]], ""Tue"": [[""10:00"", ""19:00""]], ""Wed"": [[""10:00"", ""19:00""]], ""Thu"": [[""10:00"", ""19:00""]], ""Fri"": [[""10:00"", ""19:00""]], ""Sat"": [[""9:30"", ""18:00""]], ""Sun"": [] }"
sg:cd8cdc55f5a7404d9084c1dabad3876f,,Costco Wholesale Corp,SG_BRAND_60b7b54d19fca719281e76d485a141ad,Costco Wholesale Corp.,"General Merchandise Stores, including Warehouse Clubs and Supercenters",All Other General Merchandise Stores,452319,451 south airport boulevard,south san francisco,ca,94080,,"{ ""Mon"": [[""10:00"", ""18:00""]], ""Tue"": [[""10:00"", ""18:00""]], ""Wed"": [[""10:00"", ""18:00""]], ""Thu"": [[""10:00"", ""18:00""]], ""Fri"": [[""10:00"", ""18:00""]], ""Sat"": [], ""Sun"": [] }"
sg:012ba5311d2841b2885e72f223123094,,Costco Wholesale Corp,SG_BRAND_60b7b54d19fca719281e76d485a141ad,Costco Wholesale Corp.,"General Merchandise Stores, including Warehouse Clubs and Supercenters",All Other General Merchandise Stores,452319,12515 portside parkway,la vista,ne,68128,14023787398,"{ ""Mon"": [[""10:00"", ""20:30""]], ""Tue"": [[""10:00"", ""20:30""]], ""Wed"": [[""10:00"", ""20:30""]], ""Thu"": [[""10:00"", ""20:30""]], ""Fri"": [[""10:00"", ""20:30""]], ""Sat"": [[""9:30"", ""18:00""]], ""Sun"": [[""9:30"", ""18:00""]] }"
sg:d927caa389824accac0cae4c3bc35db4,sg:9e25329147a24c8883386979bd9da7c3,Whole Foods Market,SG_BRAND_44378a5463f4125c5d84db81855413b8,Whole Foods Market,Grocery Stores,Supermarkets and Other Grocery (except Convenience) Stores,445110,94 derby street,hingham,ma,2043,,"{ ""Mon"": [[""8:00"", ""22:00""]], ""Tue"": [[""8:00"", ""22:00""]], ""Wed"": [[""8:00"", ""22:00""]], ""Thu"": [[""8:00"", ""22:00""]], ""Fri"": [[""8:00"", ""22:00""]], ""Sat"": [[""8:00"", ""22:00""]], ""Sun"": [[""8:00"", ""22:00""]] }"
sg:5a950301cd004259a38fb08b3357a0da,,Costco Wholesale Corp,SG_BRAND_60b7b54d19fca719281e76d485a141ad,Costco Wholesale Corp.,"General Merchandise Stores, including Warehouse Clubs and Supercenters",All Other General Merchandise Stores,452319,120 stockwell drive,avon,ma,2322,15082324000,"{ ""Mon"": [[""10:00"", ""20:30""]], ""Tue"": [[""10:00"", ""20:30""]], ""Wed"": [[""10:00"", ""20:30""]], ""Thu"": [[""10:00"", ""20:30""]], ""Fri"": [[""10:00"", ""20:30""]], ""Sat"": [[""9:30"", ""18:00""]], ""Sun"": [[""10:00"", ""18:00""]] }"
sg:68bac78faf9d42fca5fc3a7e5197cb9e,,Costco Wholesale Corp,SG_BRAND_60b7b54d19fca719281e76d485a141ad,Costco Wholesale Corp.,"General Merchandise Stores, including Warehouse Clubs and Supercenters",All Other General Merchandise Stores,452319,1701 dallas parkway,plano,tx,75093,19722462203,"{ ""Mon"": [[""10:00"", ""20:30""]], ""Tue"": [[""10:00"", ""20:30""]], ""Wed"": [[""10:00"", ""20:30""]], ""Thu"": [[""10:00"", ""20:30""]], ""Fri"": [[""10:00"", ""20:30""]], ""Sat"": [[""9:30"", ""18:00""]], ""Sun"": [[""10:00"", ""18:00""]] }"
sg:3c9082de5f8a4a07b10b9cf4fbc4b7de,sg:62ee5a0d2beb4be1a337bf0dd7cdd2c7,Trader Joe's,SG_BRAND_88b90c11892dd21eddc97bdb0fc449f0,Trader Joe's,Grocery Stores,Supermarkets and Other Grocery (except Convenience) Stores,445110,24321 avenida de la carlota,laguna hills,ca,92653,19495868453,"{ ""Mon"": [[""6:00"", ""22:00""]], ""Tue"": [[""6:00"", ""22:00""]], ""Wed"": [[""6:00"", ""22:00""]], ""Thu"": [[""6:00"", ""22:00""]], ""Fri"": [[""6:00"", ""23:00""]], ""Sat"": [[""6:00"", ""23:00""]], ""Sun"": [[""7:00"", ""22:00""]] }"
sg:3fd8e96b7fae457d897ed2700af1b039,sg:594b6e0a219f48a7acc637067ba28f26,Costco Wholesale Corp,SG_BRAND_60b7b54d19fca719281e76d485a141ad,Costco Wholesale Corp.,"General Merchandise Stores, including Warehouse Clubs and Supercenters",All Other General Merchandise Stores,452319,7171 cypress lake drive,fort myers,fl,33907,,"{ ""Mon"": [[""10:00"", ""20:30""]], ""Tue"": [[""10:00"", ""20:30""]], ""Wed"": [[""10:00"", ""20:30""]], ""Thu"": [[""10:00"", ""20:30""]], ""Fri"": [[""10:00"", ""20:30""]], ""Sat"": [[""9:30"", ""18:00""]], ""Sun"": [[""10:00"", ""18:00""]] }"
sg:78254a8f6f694fbc9cc112ea2337044c,sg:f3c1643e1bc1492a8f02bc51969d42fb,Whole Foods Market,SG_BRAND_44378a5463f4125c5d84db81855413b8,Whole Foods Market,Grocery Stores,Supermarkets and Other Grocery (except Convenience) Stores,445110,327 russell street,hadley,ma,1035,14135869932,"{ ""Mon"": [[""8:00"", ""22:00""]], ""Tue"": [[""8:00"", ""22:00""]], ""Wed"": [[""8:00"", ""22:00""]], ""Thu"": [[""8:00"", ""22:00""]], ""Fri"": [[""8:00"", ""22:00""]], ""Sat"": [[""8:00"", ""22:00""]], ""Sun"": [[""8:00"", ""22:00""]] }"
sg:09e7767796ad4fee93a5837ad7717b8e,sg:5c44bb91d00648d189a9f8b64f5aa19f,Costco Wholesale Corp,SG_BRAND_60b7b54d19fca719281e76d485a141ad,Costco Wholesale Corp.,"General Merchandise Stores, including Warehouse Clubs and Supercenters",All Other General Merchandise Stores,452319,198 plaza drive,vallejo,ca,94591,17075536400,"{ ""Mon"": [[""10:00"", ""20:30""]], ""Tue"": [[""10:00"", ""20:30""]], ""Wed"": [[""10:00"", ""20:30""]], ""Thu"": [[""10:00"", ""20:30""]], ""Fri"": [[""10:00"", ""20:30""]], ""Sat"": [[""9:30"", ""19:00""]], ""Sun"": [[""10:00"", ""18:00""]] }"
sg:2d3d46725f3741f8a435a52d38d5d920,sg:07a4d12aec204a61809614c3b5b355bc,Whole Foods Market,SG_BRAND_44378a5463f4125c5d84db81855413b8,Whole Foods Market,Grocery Stores,Supermarkets and Other Grocery (except Convenience) Stores,445110,1555 west lane avenue,upper arlington,oh,43221,16144813400,"{ ""Mon"": [[""8:00"", ""22:00""]], ""Tue"": [[""8:00"", ""22:00""]], ""Wed"": [[""8:00"", ""22:00""]], ""Thu"": [[""8:00"", ""22:00""]], ""Fri"": [[""8:00"", ""22:00""]], ""Sat"": [[""8:00"", ""22:00""]], ""Sun"": [[""8:00"", ""22:00""]] }"
sg:9c60580d62874bf6bc809d766b87d277,sg:b00474ab96de4943802309a3f51c3444,Costco Wholesale Corp,SG_BRAND_60b7b54d19fca719281e76d485a141ad,Costco Wholesale Corp.,"General Merchandise Stores, including Warehouse Clubs and Supercenters",All Other General Merchandise Stores,452319,325 promenade boulevard,bridgewater,nj,8807,17325841003,"{ ""Mon"": [[""10:00"", ""20:30""]], ""Tue"": [[""10:00"", ""20:30""]], ""Wed"": [[""10:00"", ""20:30""]], ""Thu"": [[""10:00"", ""20:30""]], ""Fri"": [[""10:00"", ""20:30""]], ""Sat"": [[""9:30"", ""18:00""]], ""Sun"": [[""10:00"", ""18:00""]] }"
sg:4094d81ce76e41238d64035170c432f2,sg:304e0542bb564cb1ac77ed3b812c5a6b,Trader Joe's,SG_BRAND_88b90c11892dd21eddc97bdb0fc449f0,Trader Joe's,Grocery Stores,Supermarkets and Other Grocery (except Convenience) Stores,445110,9850 hibert street,san diego,ca,92131,18585499185,"{ ""Mon"": [[""6:00"", ""22:00""]], ""Tue"": [[""6:00"", ""22:00""]], ""Wed"": [[""6:00"", ""22:00""]], ""Thu"": [[""6:00"", ""22:00""]], ""Fri"": [[""6:00"", ""23:00""]], ""Sat"": [[""6:00"", ""23:00""]], ""Sun"": [[""7:00"", ""22:00""]] }"
